comment_id,user_id,parent_user_id,node_id,poster,parent_content,content,support,parody
44,240,,0,看到这个新闻很想哭,,因材施教是对的吧？现在高考都要平衡啊 偏科生好不了一点[笑哭R],1,0
3035,1009,2156.0,10,阿里达摩院偷偷把介绍姜萍的封面换了！从数学天才换成出格人生！#姜萍全球数学竞赛夺得第12名[话题]# #姜萍进阿里数竞[话题]# #达摩院[话题]#,如果是我的话，现在有这么多的关注度，我一定抓紧风口，多争取资源，发展我的数学天赋，做出点成绩来。我始终觉得天才的格局一定是比我们普通人大的，多数天才肯定想往高精尖行业发展，而不甘于做衣服。,你做这种梦做多了可惜实现不了吗[哭惹R],2,1
3510,3283,3172.0,15,“大专生也能获奖，这比赛肯定没什么水平”,"有的人评论真是不看原文啊[失望R] 说他多厉害，姜萍怎么不行，可是这说得多清楚，对他的质疑和对姜萍的质疑简直就是复制粘贴啊。他当初受了很大影响，现在对姜萍的声讨明显声量更大，影响可能更大。所以是要让每一个拥有资源比较少的人都滚钉板吗？手握资源的人出什么成绩都正常，没资源的必须经过不断自证？
质疑作弊难道不是该去问赛事举办方？他们是怎么判定成绩有效的，用什么方式保障公平性、防止作弊的？
还有那位为篮球特招生辩护的，说他可能是伤病等等因素影响，不能只看后来的成绩。这思路不是可以直接平移到对姜萍的评价上？
真是懂什么柿子软啊，对资源劣势的人重拳出击，又为维护镰刀的合理性操碎了心。",每个人的理解不同吧，你发的图，我解读到的是因为学历问题，取得好成绩受到很多质疑（质疑于竞赛含金量）。但本身有实力，随着成就的增多，质疑声也变少了。世上每一次超越常识的发现时，都会被质疑。有敢于面对质疑的底气，用事实证明自己，这是一种突破。,0,0
6882,5141,5138.0,24,官宣！姜萍决赛时间定了！,嘿嘿嘿，好看，我吃吃吃,6,0,0
3778,622,3209.0,15,“大专生也能获奖，这比赛肯定没什么水平”,跟我们拿奖是一样的 没拿奖前谁也不信咱们做到了 拿了之后万一有什么人来扒估计还怀疑我们作弊哈哈哈哈哈哈,平庸审判者不会承认自己平庸，被审判的天才也不会觉得自己是天才。,2,1
1217,3195,,18,阿里数赛办的好！以后还是别办了...,,这事还不明显嘛？他老师第一次拿自己老婆的号答题，先看一下题目，然后拿自己的号，发现成绩还是不满意，最后登自己学生的号，答满意了,2,0
892,1136,1226.0,2,为什么姜萍的成功会如此耀眼！,满足了专科战神的幻想[汗颜R],你不会真以为中专很差吧？[哭惹R],0,0
1149,3092,,10,阿里达摩院偷偷把介绍姜萍的封面换了！从数学天才换成出格人生！#姜萍全球数学竞赛夺得第12名[话题]# #姜萍进阿里数竞[话题]# #达摩院[话题]#,,一开始就是左边的啊……,1,0
1274,3489,,15,“大专生也能获奖，这比赛肯定没什么水平”,,被全國質疑後賽會仍不理會，這種比賽能有甚麼水平？,2,0
6893,5147,4960.0,25,姜萍明日参加决赛，成绩8月公布,你见不得别人好是实锤了？！,质疑不会让真的变成假的，但是不质疑会让假的变成真的，醒醒吧，没发现决赛后她的色热度一下子就没了吗，真是蠢而不自知,0,0
6537,4943,4881.0,25,姜萍明日参加决赛，成绩8月公布,月考分数啥都证明不了。平日40分，认真学一下应试数学到120+分 非常正常。,我觉得你可以考虑一下教培行业,0,0
5853,3216,4237.0,13,有一说一，真相快出来了,所以我加了个限定词，好像。[自拍R],所以我也在解释呀宝宝,0,0
5128,4092,4068.0,20,应该快结束了吧,主=6[doge],说明：主很6，不接受质疑[偷笑R],0,0
1895,1871,1868.0,8,真服了😅，竟然有人说姜萍作弊才得的12名,51考第四名，你想想合理不[笑哭R],在中专没什么不合理,0,0
3771,1745,3402.0,14,刘十三爷：咱就是红花底下那绿叶，哈哈！,对阿里请愿对阿里实名，放上网做公共事件对公众实名。不难理解吧应该。,本来人家就是要求阿里调查啊[石化R] 放出来的公众版本也有人实名啊 你当其他人不存在不就好了？,0,0
2592,2552,2149.0,10,阿里达摩院偷偷把介绍姜萍的封面换了！从数学天才换成出格人生！#姜萍全球数学竞赛夺得第12名[话题]# #姜萍进阿里数竞[话题]# #达摩院[话题]#,我觉得大概率是真的，造神总要有受益方，达摩院已经有韦神等一批金牌得主了，捏造一个假天才赌上口碑和市值有啥好处，至于王老师和姜萍，都不是有背景有资源的，所以在中专相遇，造一时之假把生计给断了值当吗？一批优秀的学子总不服人外有人天外有天，十几亿的人口出一两个偏才有什么不可能，总不能打不过就气急败坏。,我也觉得，，，她想火也不是这么火，以后被拆穿，做的衣服都没人要，，数学老师人家夫妻都是学霸，作假的后果能不知道吗，，会臭名远扬啊,1,0
1700,4702,,20,应该快结束了吧,,真是说啥的都有，跟郭德纲相声似的,0,0
2490,2375,2463.0,11,疑似姜萍小时候，好可爱哈哈哈,就必须穿得浑身破烂才算穷人吗？,咋了 你希望她是穷人？,0,0
2312,2299,2167.0,10,阿里达摩院偷偷把介绍姜萍的封面换了！从数学天才换成出格人生！#姜萍全球数学竞赛夺得第12名[话题]# #姜萍进阿里数竞[话题]# #达摩院[话题]#,你哪里来的数据？你能证明它是百分百真实的？还是说就是你在造谣？,现在涟水教体局发文实锤83分是真的了,2,0
2944,2807,2836.0,10,阿里达摩院偷偷把介绍姜萍的封面换了！从数学天才换成出格人生！#姜萍全球数学竞赛夺得第12名[话题]# #姜萍进阿里数竞[话题]# #达摩院[话题]#,jumping的受众全是科目一踩线过的智力？,拿科目一说话真的好掉价[笑哭R],0,0
1397,4128,,14,刘十三爷：咱就是红花底下那绿叶，哈哈！,,十三阿哥！！！,0,0
7272,5342,4864.0,27,好犀利！中专女生爆冷拿下数学竞赛全球12名,你知道什么叫开卷考试吗？就是随便查随便抄，老师给答案，自己抄上去，老师判分，满分，大学开卷就是这么考的。,乐[偷笑R],1,0
5216,4151,3339.0,19,如果数学是假的，那什么是真的？,如果是假的，那么前几届的含金量就要受到质疑了，第一届的金牌可是韦神[笑哭R],韦神是决赛第一啊[扶墙R]，决赛跟初赛又不一样,0,0
346,1290,,5,真的很讨厌夺舍梗,,以后交朋友就以姜神事件做筛选，质疑派首选，支持派拉黑，因为不想跟傻子做朋友[蹲后续H],2,0
1117,3060,,10,阿里达摩院偷偷把介绍姜萍的封面换了！从数学天才换成出格人生！#姜萍全球数学竞赛夺得第12名[话题]# #姜萍进阿里数竞[话题]# #达摩院[话题]#,,评论区就见不得人好，跟我们这里一群穷人嘲笑富人小区被淹一个道理。,1,0
938,1328,1286.0,4,浙大:人在家中坐，喜从天上来,一个辅导老师加三本书自学到全球十二强不叫天赋……老师要不你带带我试试？我肯定比她还努力[皱眉R],老师的意思是，13名以后的选手不如她努力，不是你，宝[doge],0,0
4712,3339,3853.0,19,如果数学是假的，那什么是真的？,还说是英汉小词典哈哈哈哈哈，你不会连这玩意儿都没翻过吧,有本事你业务参加，反正不限报名条件，拿个12哦不，百来名的名词再说话,0,0
1289,2027,,20,应该快结束了吧,,这孩子以后怎么面对老师同学亲戚朋友[失望R],0,0
1660,4613,,16,浙江大学数高院邀请姜萍参加暑假班！！！,,希望她抓住机会证明自己啊,1,0
5218,4155,2027.0,20,应该快结束了吧,[失望R]如果真的优秀同学能不知道吗,这个确实，她身边所有人都噤声这就很可疑了，连老师学校都不敢发一声这就很不合理，按理来说学校老师应该第一个站出来为自己的学生证明的[笑哭R],0,0
5241,4169,3191.0,13,有一说一，真相快出来了,为什么一直网暴姜萍呀？小姑娘做了什么……对象是不是弄错了,如果真像他们说的那样是作弊 那jp也是跟个傀儡一样 她不可能是主谋吧 所以不理解为什么网爆 然后反串,0,0
1244,1484,428.0,5,真的很讨厌夺舍梗,换个学历肯定就没有那么多质疑了，这算不算是学历歧视,我觉得算，不提本科生研究生，哪怕是高中生都不会有这么多质疑，哪怕中考分流比以往严厉得多，社会还是歧视中专,1,0
2080,551,2040.0,4,浙大:人在家中坐，喜从天上来,南大江苏文科状元都不要[捂脸R][捂脸R][捂脸R]（历史没得到A）,淮安总是有这些人才[笑哭R],0,0
4869,3944,3899.0,20,应该快结束了吧,你知道国内数学教材和国外数学教材的区别有多大吗？你知道国内数学领域已经停滞多少年了吗？应试教育的刷题机器倒是有很多，数学家是真没有，但凡你了解一下，都说不出这话,那你多看看数学方面的国际比赛不就行了吗,1,1
619,1996,,8,真服了😅，竟然有人说姜萍作弊才得的12名,,给你答案，你未必能抄对，数学符号看的过来吗[捂脸R],1,0
3438,3235,3170.0,13,有一说一，真相快出来了,[doge][doge][doge],哈哈哈哈哈哈哈哈哈哈[笑哭R],0,0
1628,3557,,18,阿里数赛办的好！以后还是别办了...,,姜圣出名后，没有选择去领取赵斌的500万与北大教授的邀请，也没去浙大的夏令营，还放弃了直播带货，家人也不出来直播，连学校表彰大会都没有提及姜圣人。姜圣明明可以一夜暴富，明明可以下半辈子无忧，但她没有选择这些，她选择抛弃这些所有东西，选择了进厂打工，故封为圣人，名约姜圣,2,1
4517,3764,3185.0,16,浙江大学数高院邀请姜萍参加暑假班！！！,浙大数院这次做的真好。既能堵住狂热的嘴，又能中性表明立场。真的结个香火情，假的正本清源，属于正方反方观众裁判都没得罪。[笑哭R],这个确实真的牛,0,0
391,1493,,3,蹭热点别加高帽,,点了 本来关注了这个公众号 看到这个标题特别不适 看了一下内容后面一大段都在讲那个男的 烦的 取关了。。。,0,0
1708,4735,,20,应该快结束了吧,,我很佩服姜萍，可以说她会在很长一段时间里是我学习的人。但是说她是下一个华罗庚我很不认同，至少还有韦神在那呢,1,0
3286,3053,300.0,10,阿里达摩院偷偷把介绍姜萍的封面换了！从数学天才换成出格人生！#姜萍全球数学竞赛夺得第12名[话题]# #姜萍进阿里数竞[话题]# #达摩院[话题]#,真难为你们编这么多东西骗自己了[笑哭R]猫一杯粉丝之前也这样,是谁编那么人多啊？我们围观群众都被搞烦了，你有能耐自己考一个去，呸！,0,1
1551,4366,,18,阿里数赛办的好！以后还是别办了...,,这个真看自己学的内容，我上大学那会，前脚大一光速为数不多的几个人里面过英语四级，后脚英语期末为数不多的几个人里面英语考试挂科了，这怎么算[暗中观察R][暗中观察R][暗中观察R],1,0
1505,1633,1651.0,7,《痴迷数学》《坚持自学》《全球第12》,你又爱上了,来去都快[抠鼻R],0,0
3686,3378,3203.0,15,“大专生也能获奖，这比赛肯定没什么水平”,我也是上初中就注意力集中不起来，现在也不知道是哪里的原因[笑哭R]小学数学都是第一，初中物理化学第一，高中就完全脱离轨道了,是不是因为鼻炎啥的让脑子变笨了，反正我就是[失望R],2,0
5294,3301,4174.0,16,浙江大学数高院邀请姜萍参加暑假班！！！,阿里就想借此冲击国家教育系统,你觉得之前获奖累累就不会作弊是吗，好，你以为那些金牌竞赛教练是怎么赚的，小圈子里一路扶进名校的富家子弟是怎么天赋异禀的[笑哭R]只敢掀双非硕士的底裤是吧[笑哭R],1,0
1805,1739,1306.0,4,浙大:人在家中坐，喜从天上来,我觉得如果她成为一个数学很厉害的设计师，真的会是行业翘楚啊！说不定这两专业结合真的会有很伟大的创新呢,学数学也得休息，正好做做转场,0,0
2265,2242,2165.0,10,阿里达摩院偷偷把介绍姜萍的封面换了！从数学天才换成出格人生！#姜萍全球数学竞赛夺得第12名[话题]# #姜萍进阿里数竞[话题]# #达摩院[话题]#,是的哟，我能证明,那也不过是网上传的，换成这个你就信了[笑哭R],2,0
2731,2628,2519.0,8,真服了😅，竟然有人说姜萍作弊才得的12名,其实我就有一个好奇的点，为什么她数学那么好，还只是上中转而已，不上一个普通的高中。,中专也可以。高考考大学,0,0
6999,5188,5189.0,25,姜萍明日参加决赛，成绩8月公布,为什么？,但凡是学过大学数学的人都不会轻易相信什么数学平时83，突然在高材生中崭露头角的戏码，除非突然穿越觉醒学霸系统[笑哭R],0,0
4711,3872,3861.0,21,"建筑学急需一个姜萍证明自己还是一门工科，建议明年老八校，各过评估院校安排系内学生参加阿赛，依托各单位庞大的建筑学生力量，预赛出三个jumping，决赛再拿个牌。打那些诋毁建筑学不学数理不是工科人的脸！
 
#建筑转行[话题]# #建筑设计[话题]# #建筑学[话题]# #阿里数学全球竞赛[话题]#",哈哈哈哈哈太真实了，一群没有任何美术基础的理工生学几节少儿美术基础速成课就在那大谈艺术谈美学谈人文关怀，自己都不觉得尴尬,说的好[害羞R],0,0
3630,3224,3174.0,18,阿里数赛办的好！以后还是别办了...,是的，曾有一名大专女孩，不以专科为耻，坚信自己可以在通过考研改变自己的学历，努力上进，最终政治考研97分，在省人民大会堂接受颁奖；更有一普通本科男孩，虽然本科阶段挂14科，但依旧阻挡不了他天才的光环和努力的步伐，最终凭借自己的不屑努力逆袭华科大，别人优秀真不懂有什么好酸的[doge],老🐔，山泽🐔[扯脸H],2,1
1757,1750,1763.0,8,真服了😅，竟然有人说姜萍作弊才得的12名,昆山要600才能上较好三星，这边卷的厉害,你看的是去年的分吧,0,0
1088,3018,,10,阿里达摩院偷偷把介绍姜萍的封面换了！从数学天才换成出格人生！#姜萍全球数学竞赛夺得第12名[话题]# #姜萍进阿里数竞[话题]# #达摩院[话题]#,,谁质疑谁举证，真受不了这些所謂的'学者'尤其这两天那37个....公布他们的名字，必須拿出证据，沒证据就要追究責任。,1,0
3486,3258,224.0,17,🔥2024阿里巴巴全球数学竞赛试题及答案,NO，人家共线的是同学的位置跟两座塔，建议你重新审题！,解图中有四座塔共线了，违背了已知（2）,0,0
929,651,1309.0,3,蹭热点别加高帽,肯定有的啊[笑哭R]他去年名次400多名快掉出来了，跟学生学习一年100多了，这不是我说的，这是知乎老哥们说的——学生把老师给教上来了[偷笑R],你们是不是在玩抽像，这帽子带的太高了吧[笑哭R],0,0
1793,5083,,24,官宣！姜萍决赛时间定了！,,不是兄弟们，李雪琴章泽天家里牛逼关系户假体育生上的北大清华你们怕被喷不敢说，欺负人家靠实力得世界前十的小女孩，说抄袭可以，别无脑跟风，没证据就纯的诽谤,1,0
4432,3175,3473.0,13,有一说一，真相快出来了,不是，只是因为你会觉得期末考试作弊是一件很常见的事情，所以问问你,我当然觉得不常见呀！常见有什么好证明的呀，快自证吧,1,0
703,611,1054.0,2,为什么姜萍的成功会如此耀眼！,打破了非常多非常多非常多的刻板印象，1，女生数学不好。2，中专就是学习不好混日子的地方。3，偏科就上不了大学人生就没希望。（比如在应试教育制度下的我，经常逼我数学满分，语文六十多的儿子背文言文。）姜同学的横空出世就像一束光啊，让我们这些偏科学子的家长放下了一些不必要的执着。,前100就1个女的不是更说明女的数学就是不好？[汗颜R][汗颜R],0,0
3756,3417,3175.0,13,有一说一，真相快出来了,评论区先自证一下自己期末考试没作弊吧[笑哭R],开始撒泼打滚[偷笑R],1,1
7040,5208,4962.0,26,天才少女姜萍：我有非实现不可的梦想,是个优秀的演员，不说别的，就这面对镜头睁眼说瞎话的本事你行吗,[笑哭R]不知道这些人什么心态。看不了别人优秀。,1,0
5213,4148,3155.0,20,应该快结束了吧,是的，经历过那么多轮数学考试，居然没人发现她的天赋[哭惹R][哭惹R][哭惹R]太不可思议了，数学如果基础都没搞好，后面怎么可能爆发[石化R],之前有采访她中学老师的视频，说她成绩一般，做题特别慢,0,0
1582,1631,1280.0,4,浙大:人在家中坐，喜从天上来,香港那边的大学现在好像已经有意向了,越传越搞笑[笑哭R]人家可是的让她走正规招生途径,1,0
2560,2526,47.0,10,阿里达摩院偷偷把介绍姜萍的封面换了！从数学天才换成出格人生！#姜萍全球数学竞赛夺得第12名[话题]# #姜萍进阿里数竞[话题]# #达摩院[话题]#,我是这么想，我是比赛方。顶着自己承包方名誉受影响的概率，如果还拿不到足够的钱或者是好处，[笑哭R]去捧一个完全不会数学的人(#ﾟДﾟ)好亏啊！！！！！亏的要死！！！！！！！,先后顺序错误，是她老师需要一个账号打决赛，她才参加的，然后阴差阳错两个人试卷出了问题，所以她的分数高。然后阿里看到有个中专学生获奖，为了蹭过一段时间的中考分流然后去把这个事迹做成纪录片。前几天还在正常感慨数学天赋，然后有人发现了那个数学方面，继续去找板书有了6.17的sigma/2，这时候还有狡辩的，但是后面自己写的那个主＝6和一堆角标错误才增加了可信度,0,0
6530,140,4940.0,24,官宣！姜萍决赛时间定了！,电脑借的这里是啥意思啊？,她答题用的是一种数学软件，可以写很难写的数学公式（有各种上标下标），没有电脑的话，怎么学习这个软件。所以是她老师借了她的名字答题的。她本人一点不会高数！导数都不会,2,0
6996,5186,5161.0,25,姜萍明日参加决赛，成绩8月公布,[doge]中考月考讲话，很质疑你的数学水平，我高考大省在985学工科，你让现在的我去写中考数学及格都难说。[doge]学数学是连续性的过程，但做数学题不是。[doge]高中时数学考试压轴题能做出来，但前边简单题做不出来的也大有学生在。有些试卷只能代表特定知识点题目的解题能力，说白了还是应试能力，和数学水平无关[doge]如果一张卷恰好都出的是压轴题的水平，碰巧撞到了一个只做压轴题不做简单题的学生，这个平时不及格的学生也是有可能做满分的,逻辑感人，只做压轴题不做简单题，一个中专的月考数学，压轴题总分能有30分吗,0,0
4769,3890,3562.0,20,应该快结束了吧,奥斯卡影后的概率都比下个华罗庚概率大点[doge],我们这个体制，可能会埋没一个哲学家，但是绝不会埋没一个数学家。,2,1
4159,3508,3566.0,14,刘十三爷：咱就是红花底下那绿叶，哈哈！,中考83分甚至不是尖子生[吃瓜R],网上还有信息说清华的教授不让学生参加这个比赛呢……如果都是业余爱好者随便考考也没什么好奇的。她的老师作弊能到第12名也挺厉害的[点赞R],0,0
5521,3197,3501.0,13,有一说一，真相快出来了,棋子？是有人驾着刀放下脖子上逼她说谎吗？ 小太妹的本性如此罢了,你以为她现在还有自由吗？天真,2,0
4173,3351,2000.0,19,如果数学是假的，那什么是真的？,[偷笑R]隔壁有奥赛金奖导师 出500w请姜自证。。。500w诶，真是我做的，我马上接了，打烂他脸,他那个是打赌，根本就没有法律支撑,0,0
3968,3539,3335.0,19,如果数学是假的，那什么是真的？,感谢姜萍的出现，让我们知道原来经常霸榜各大竞赛的名校生是如何做局的。他们破防的同时，把自己的手段都爆出来了[微笑R],这都是低端的，高端的就是从小学就开始培训高等数学，你看那几个初中所谓的数学天才有一个算一个，都用的特编教材，培训机构一年50万，培养很多年，就是为了保送赛道准备的！,0,0
1475,4267,,21,"建筑学急需一个姜萍证明自己还是一门工科，建议明年老八校，各过评估院校安排系内学生参加阿赛，依托各单位庞大的建筑学生力量，预赛出三个jumping，决赛再拿个牌。打那些诋毁建筑学不学数理不是工科人的脸！
 
#建筑转行[话题]# #建筑设计[话题]# #建筑学[话题]# #阿里数学全球竞赛[话题]#",,[doge]我现在城规研究生看的书和我以前文学研究生看的书大体相同（因为论文选题），你说呢？,0,0
112,170,77.0,0,看到这个新闻很想哭,很难想象她是怎么做到和她周围的环境隔绝的[笑哭R]我一个从倒数的高中出来之后真的感同身受了[微笑R],也有可能中专的孩子不一定就不爱学习的[捂脸R]只是竞争不过前百分之五十的[捂脸R],2,0
65,75,120.0,0,看到这个新闻很想哭,但也是个人利益 科学家有祖国,你现在的任务是小升初[微笑R],0,0
2541,2187,47.0,10,阿里达摩院偷偷把介绍姜萍的封面换了！从数学天才换成出格人生！#姜萍全球数学竞赛夺得第12名[话题]# #姜萍进阿里数竞[话题]# #达摩院[话题]#,如果阴谋论的话[笑哭R]我主要觉得“造神”这种好事轮不到这样的女孩身上……,不是的哦，不要挑起性别对立哈，张益唐证明零点定理也被学术界喷的一踏糊涂，之前一个高中男生发表论文解决千禧难题，同样被骂的很厉害，学术无关性别哈。[okR]我们组里也有优秀的女研究生，数学会就是会不会就是不会。,0,0
1562,4399,,23,阿里数学竞赛应该会停办,,让首届冠军韦东奕谢罪[偷笑R],2,1
4907,3968,3961.0,13,有一说一，真相快出来了,先不扯他证实水平，但是教中专数学也没啥不好的吧[偷笑R],人品有问题。这种人能力越强，危害越大,0,0
129,175,,0,看到这个新闻很想哭,,大家在为孩子👏的时候。真的要关注现在高职高专普通孩子的现状。这个比赛不是说不重要，只是希望现有鼓励机制能惠及大都数孩子,1,0
5220,4156,3186.0,13,有一说一，真相快出来了,姜萍不行但她老师挺厉害，这样的老师在中专教数学？中专是考不上普高的学生去的吧？有点屈才，而且他还是经常参加比赛的应该属于有实力的。,他老师挺厉害？要不看看他导师履历呢,0,0
1171,1294,,10,阿里达摩院偷偷把介绍姜萍的封面换了！从数学天才换成出格人生！#姜萍全球数学竞赛夺得第12名[话题]# #姜萍进阿里数竞[话题]# #达摩院[话题]#,,这个词用的很有意思，出格人生，啥叫出格？阿里不厚道，故意用这个引人遐想的词,1,0
636,1022,1010.0,1,网传丘成桐对姜萍和阿里数赛的评价,但是高学历的就是不行,黑龙江重高闹麻了,0,0
2236,2209,2128.0,9,姜萍老师的学历竟然那么高,不是，为什么现在的教育越来越牛马了？[再见R][再见R][再见R],这话怎么说,0,0
5447,4319,4288.0,20,应该快结束了吧,为什么要自证，越是有能力越不会自证，让流量一直发酵不好吗？,然后带货吗,0,0
1695,1748,1272.0,4,浙大:人在家中坐，喜从天上来,勤奋型选手？ 倒不如说是被家境耽误的选手。 我这里对她父母和家境没有任何不好的想法，为人父母都是希望给子女最好的，但奈何有时候真是条件不允许。 咱就说这女孩如果以前但凡能找找城市里的老师补补课，提点一下考试技巧，都应该能考进更好的学校吧。,场面话呗，总不能直接说这姑娘是个天才吧，虽然大家都知道人家确实是个天才，但是在镜头前还是要说些场面话的。,1,0
1327,3831,,18,阿里数赛办的好！以后还是别办了...,,质疑的大多高学历对数学比较懂，作者啥学历啥专业呢？,1,0
5055,3975,4033.0,18,阿里数赛办的好！以后还是别办了...,等结果不就行了 成绩出来了是好是坏了再说嘛 非要论个高低,初赛都能作弊搞个12名，决赛成绩很有说服力？,0,0
3032,2156,2159.0,10,阿里达摩院偷偷把介绍姜萍的封面换了！从数学天才换成出格人生！#姜萍全球数学竞赛夺得第12名[话题]# #姜萍进阿里数竞[话题]# #达摩院[话题]#,会解数学题就是天才吗，把数学挂神坛上了吧！,我看你主页不是支持她的吗 你是支持还是不支持啊看不明白了[捂脸R] 会解数学题不一定是天才 但是没资源的情况下17岁自学了有资源的人二十四五岁才学会的东西 这种自学能力和对数学感知力怎么不算天才呢[偷笑R],2,0
1972,1954,1937.0,4,浙大:人在家中坐，喜从天上来,但是她说的是要去浙大学服装设计，浙大没有。。。如果是数学，浙大不该是最优选。,[doge]可以来国美学服装设计，然后去浙大学数学,2,1
411,801,789.0,1,网传丘成桐对姜萍和阿里数赛的评价,diversity和IMO比起来还是差远了，基本上还是在Chinese Community内,IMO还只限定于特定年龄段的青少年呢，各年龄都能参加就不能算diversity了吗？,0,0
937,1327,1324.0,3,蹭热点别加高帽,,服了，真的很恶心啊，发现那个女孩发光发热，男的急得跳脚,2,0
2600,2558,2537.0,11,疑似姜萍小时候，好可爱哈哈哈,苏北苏南有什么区别吗，外地人不知道[笑哭R],用来显示优越感的[笑哭R][笑哭R],0,0
2682,2605,2545.0,11,疑似姜萍小时候，好可爱哈哈哈,从哪看出来苏北的，苏北女孩有什么标记吗[捂脸R],他可能是因为姜萍出自江苏淮安才说的苏北,0,0
1814,5172,,26,天才少女姜萍：我有非实现不可的梦想,,我一直认为姜萍和丁真，孙笑川，周淑怡都是同样优秀的人，真搞不懂一群黑子整天嫉妒人家干什么。,2,1
7023,5202,5201.0,25,姜萍明日参加决赛，成绩8月公布,结果出来了吗怎么样,得八月底呢,0,0
4937,3983,3934.0,14,刘十三爷：咱就是红花底下那绿叶，哈哈！,笑死了，好阴阳,姜萍同学决赛加油！,0,0
4447,3215,3747.0,18,阿里数赛办的好！以后还是别办了...,我是真上过大学还考研考了高数，高考数学137，数一87。[doge]高中数学难于高数我只能反问你有没有学过高数,你好好看字懂么？傻呼呼的,2,0
3952,3528,3180.0,16,浙江大学数高院邀请姜萍参加暑假班！！！,我就想知道一件事，一旦姜萍被证明是真的，那些阴阳怪气在网络上暴力审判暴力行刑的人们，心里会不会有一点点负罪感，为自己曾经实施的网暴有一点点歉意,想多了 [飞吻R][飞吻R][飞吻R] 他们可没有心,1,0
1827,5225,,26,天才少女姜萍：我有非实现不可的梦想,,看以后成绩吧，我支持努力的姜萍,1,0
5027,3221,376.0,14,刘十三爷：咱就是红花底下那绿叶，哈哈！,为什么没质疑！因刘奔知道不可能…………！！难度系数高！！！,有道理！相比那30几个，“刘奔”们的智商、情商这一刻上线，那么滴隐忍那么滴卓尔不群！不在沉默中潜伏，就在沉默中暴露…终极BOSS，且看刘奔！[满月R],0,0
5559,664,2916.0,19,如果数学是假的，那什么是真的？,希望如此吧！希望证明她真有实力后，别再诟病就好！,谁不是母亲，谁不是父亲，谁不是从未成年过来的，这里不讨论少数网暴的人，但是绝对要允许质疑的声音出现。别动不动母亲，现在不是讨论社会学科，是在讨论数学，不要自己代入一个与讨论无关的母亲立场。,0,0
2217,1823,2181.0,8,真服了😅，竟然有人说姜萍作弊才得的12名,"目前的各方回应：
1、江苏：欢迎报考，就是还是走高考
2、香港中文：传的很多，但搜狐新闻采访了招生办，答复和江苏一样，欢迎报考，至于奖学金，如果能考上后表现优异会按规定给，等于啥都没承诺，但某音里已经传邪乎，说人家要给全额奖学金了
3、浙大：大部分人都知道，明确说了按规定走，还是高考
4、清北：完全没回应
5、国外：目前传的最广的哈佛，来自一个营销号中介，蹭热点发两个视频，第一个说费用他们想办法，等于啥都没说，也没承诺要出钱，第二个说和哈佛招生办联系，给了个微信截图，你说哈佛招生办的人用微信？那个图里也只有他的聊天记录，对面完全没回应，对面是谁也完全不知道，但在某音里哈佛等名校就已经来抢人了。",国家保送有正规渠道，真是天才就去搞奥林匹克数学竞赛，阿里巴巴是商业比赛，商业公司没有资格保送国立大学的,0,0
1446,1092,,14,刘十三爷：咱就是红花底下那绿叶，哈哈！,,假的,2,0
5286,4196,4170.0,18,阿里数赛办的好！以后还是别办了...,姜萍犯的错误就像中国人不会唱国歌一样离谱。但是不明白为什么要嘲讽揪着她 ，她就是个孩子，大家都是硕博熬出来的，导说东谁敢往西，听老师话就行了，她才17岁，她背后的人才过分,还有阿里官媒责任也很大，明眼看出来是个乌龙，竟然还去采访，正常来说应该把这种事压下去,0,1
4131,3596,3351.0,19,如果数学是假的，那什么是真的？,呵呵,呵呵,0,0
3556,3316,3174.0,18,阿里数赛办的好！以后还是别办了...,是的，曾有一名大专女孩，不以专科为耻，坚信自己可以在通过考研改变自己的学历，努力上进，最终政治考研97分，在省人民大会堂接受颁奖；更有一普通本科男孩，虽然本科阶段挂14科，但依旧阻挡不了他天才的光环和努力的步伐，最终凭借自己的不屑努力逆袭华科大，别人优秀真不懂有什么好酸的[doge],那个好像不是普通一本是三本吧，高中就有sci了[捂脸R],2,0
6981,5158,4943.0,25,姜萍明日参加决赛，成绩8月公布,检查下信件编号吧，我刚查了可以，然后如果信件编号和密码有一个错了，比如多个空格，就会出现查无此信件,看到了  确实是真实的 月考数学83分咋空白试卷还有83分,0,1
109,328,,0,看到这个新闻很想哭,,我也是中专，自学的高数四级，现在也上岸一本啦[大笑R]我只是智力发育的晚，不代表我不行。所以朝前努力就是最好的,1,0
3558,3318,3170.0,13,有一说一，真相快出来了,[doge][doge][doge],中文系的一眼懂了[笑哭R],2,0
3006,2142,2847.0,8,真服了😅，竟然有人说姜萍作弊才得的12名,因为中专暴打985他们急了呗,不要相信中专能暴打985数学系的，不要用业余爱好去和人专业的比。,1,1
6849,5121,5154.0,25,姜萍明日参加决赛，成绩8月公布,ip正确[笑哭R][笑哭R][笑哭R]河南人是这样的,符合对上海刻薄的地域印象了[吧唧R],0,0
5824,4495,9.0,22,11名清华杨阜霖嘘了口气，差点就出名了哈哈,她老师就比她少3分，只是一条选择题的差距，不排除老师做了2份答卷提交的可能性，毕竟爆出他老师和女朋友去年成绩一样，说明有共同答题的可能性。,造谣？,0,0
